Player,Position,Team,Opponent,Date,Time,Market Name,Site,Line,Average Line Variance,PrizePicks Line,Underdog Line,Sleeper Line,RTSports Line,FanDuel Line,DraftKings Line,BetMGM Line,BetRivers Line,DraftKings Pick6 Line,Caesars Line,Hard Rock Line,file_name
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Assists,underdog,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_125611.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Assists,prizepicks,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_125611.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,underdog,22.5,1,21.5,22.5,22.5,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_125611.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,pick6,22.5,1,21.5,22.5,22.5,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_125611.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Steals,prizepicks,0.5,-,0.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_125611.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,underdog,10.5,-,-,10.5,10.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_125611.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB,prizepicks,17.5,-,17.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_125611.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Assists,underdog,4.5,0,4.5,4.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_125611.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Assists,prizepicks,4.5,0,4.5,4.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_125611.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,sleeper,10.5,-,-,10.5,10.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_125611.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,0.5,23,0.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Points,sleeper,9.5,0,9.5,9.5,9.5,-,-,-,-,-,9.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Points,underdog,9.5,0,9.5,9.5,9.5,-,-,-,-,-,9.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,9.5,0,9.5,9.5,9.5,-,-,-,-,-,9.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Points,pick6,9.5,0,9.5,9.5,9.5,-,-,-,-,-,9.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,underdog,14.5,0,14.5,14.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,14.5,0,14.5,14.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,underdog,36.5,-,-,36.5,-,-,-,-,-,-,36.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,pick6,36.5,-,-,36.5,-,-,-,-,-,-,36.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,underdog,22.5,0,22.5,22.5,-,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,22.5,0,22.5,22.5,-,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,pick6,22.5,0,22.5,22.5,-,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Points,sleeper,15.5,0,15.5,-,15.5,-,-,-,-,-,15.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Points,sleeper,15.5,1,14.5,-,15.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,REB+AST,prizepicks,6.5,-,6.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Points,underdog,8.5,0,8.5,8.5,8.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,8.5,0,8.5,8.5,8.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Points,sleeper,8.5,0,8.5,8.5,8.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Points,prizepicks,15.5,0,15.5,-,15.5,-,-,-,-,-,15.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Points,pick6,15.5,0,15.5,-,15.5,-,-,-,-,-,15.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,3PT Made,prizepicks,1.5,-,1.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,PTS+AST,prizepicks,9.5,-,9.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+AST,prizepicks,11.5,-,11.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,PTS+AST,prizepicks,26.5,-,26.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,REB+AST,prizepicks,14.5,-,14.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,underdog,4.5,-,-,4.5,4.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,sleeper,4.5,-,-,4.5,4.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+AST,prizepicks,16.5,-,16.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Justice Shoats,G,Siena,@Duke,2026-03-19,18:50:00,PTS+AST,prizepicks,14.5,-,14.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,underdog,19.5,-,-,19.5,-,-,-,-,-,-,19.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,pick6,19.5,-,-,19.5,-,-,-,-,-,-,19.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Assists,underdog,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Assists,prizepicks,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,REB+AST,prizepicks,4.5,-,4.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Assists,underdog,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Assists,prizepicks,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,14.5,1,14.5,-,15.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Assists,underdog,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Assists,prizepicks,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Steals,prizepicks,0.5,-,0.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,underdog,10.5,-,-,10.5,10.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,0.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,underdog,23.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,23.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,sleeper,23.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,pick6,23.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,underdog,17.5,0,17.5,17.5,-,-,-,-,-,-,17.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,17.5,0,17.5,17.5,-,-,-,-,-,-,17.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,pick6,17.5,0,17.5,17.5,-,-,-,-,-,-,17.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB,prizepicks,17.5,-,17.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Assists,underdog,4.5,0,4.5,4.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Assists,prizepicks,4.5,0,4.5,4.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,sleeper,10.5,-,-,10.5,10.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_145106.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,14:50:00,Points,prizepicks,0.5,23,0.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,14:50:00,Points,sleeper,9.5,0,9.5,9.5,9.5,-,-,-,-,-,9.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,14:50:00,Points,underdog,9.5,0,9.5,9.5,9.5,-,-,-,-,-,9.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,14:50:00,Points,prizepicks,9.5,0,9.5,9.5,9.5,-,-,-,-,-,9.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,14:50:00,Points,pick6,9.5,0,9.5,9.5,9.5,-,-,-,-,-,9.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,14:50:00,Points,prizepicks,0.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,14:50:00,Points,underdog,23.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,14:50:00,Points,prizepicks,23.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,14:50:00,Points,sleeper,23.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,14:50:00,Points,pick6,23.5,0,23.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,14:50:00,PTS+AST,prizepicks,26.5,-,26.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Dame Sarr,F,Duke,Siena,2026-03-19,14:50:00,PTS+REB+AST,underdog,14.5,0,14.5,14.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Dame Sarr,F,Duke,Siena,2026-03-19,14:50:00,PTS+REB+AST,prizepicks,14.5,0,14.5,14.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,14:50:00,PTS+REB+AST,underdog,22.5,0,22.5,22.5,-,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,14:50:00,PTS+REB+AST,prizepicks,22.5,0,22.5,22.5,-,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,14:50:00,PTS+REB+AST,pick6,22.5,0,22.5,22.5,-,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,14:50:00,PTS+REB+AST,underdog,36.5,-,-,36.5,-,-,-,-,-,-,36.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,14:50:00,PTS+REB+AST,pick6,36.5,-,-,36.5,-,-,-,-,-,-,36.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,14:50:00,Points,sleeper,15.5,0,15.5,-,15.5,-,-,-,-,-,15.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,14:50:00,Points,sleeper,15.5,1,14.5,-,15.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,14:50:00,Rebounds,underdog,10.5,-,-,10.5,10.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Dame Sarr,F,Duke,Siena,2026-03-19,14:50:00,REB+AST,prizepicks,6.5,-,6.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,14:50:00,Rebounds,sleeper,10.5,-,-,10.5,10.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Dame Sarr,F,Duke,Siena,2026-03-19,14:50:00,Points,underdog,8.5,0,8.5,8.5,8.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Dame Sarr,F,Duke,Siena,2026-03-19,14:50:00,Points,prizepicks,8.5,0,8.5,8.5,8.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Dame Sarr,F,Duke,Siena,2026-03-19,14:50:00,Points,sleeper,8.5,0,8.5,8.5,8.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,14:50:00,Points,prizepicks,15.5,0,15.5,-,15.5,-,-,-,-,-,15.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,14:50:00,Points,pick6,15.5,0,15.5,-,15.5,-,-,-,-,-,15.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Dame Sarr,F,Duke,Siena,2026-03-19,14:50:00,3PT Made,prizepicks,1.5,-,1.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Dame Sarr,F,Duke,Siena,2026-03-19,14:50:00,PTS+AST,prizepicks,9.5,-,9.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,14:50:00,PTS+AST,prizepicks,11.5,-,11.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,14:50:00,REB+AST,prizepicks,14.5,-,14.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Dame Sarr,F,Duke,Siena,2026-03-19,14:50:00,Rebounds,underdog,4.5,-,-,4.5,4.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Dame Sarr,F,Duke,Siena,2026-03-19,14:50:00,Rebounds,sleeper,4.5,-,-,4.5,4.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,14:50:00,PTS+AST,prizepicks,16.5,-,16.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Justice Shoats,G,Siena,@Duke,2026-03-19,14:50:00,PTS+AST,prizepicks,14.5,-,14.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,14:50:00,PTS+REB+AST,underdog,19.5,-,-,19.5,-,-,-,-,-,-,19.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,14:50:00,PTS+REB+AST,pick6,19.5,-,-,19.5,-,-,-,-,-,-,19.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,14:50:00,Assists,underdog,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,14:50:00,Assists,prizepicks,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,14:50:00,REB+AST,prizepicks,4.5,-,4.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Dame Sarr,F,Duke,Siena,2026-03-19,14:50:00,Assists,underdog,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Dame Sarr,F,Duke,Siena,2026-03-19,14:50:00,Assists,prizepicks,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,14:50:00,Points,prizepicks,14.5,1,14.5,-,15.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,14:50:00,Assists,underdog,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,14:50:00,Assists,prizepicks,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,14:50:00,3PT Made,sleeper,2.5,-,-,-,2.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,14:50:00,Steals,prizepicks,0.5,-,0.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,14:50:00,PTS+REB+AST,underdog,17.5,0,17.5,17.5,-,-,-,-,-,-,17.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,14:50:00,PTS+REB+AST,prizepicks,17.5,0,17.5,17.5,-,-,-,-,-,-,17.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,14:50:00,PTS+REB+AST,pick6,17.5,0,17.5,17.5,-,-,-,-,-,-,17.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,14:50:00,PTS+REB,prizepicks,17.5,-,17.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,14:50:00,3PT Made,sleeper,1.5,-,-,-,1.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_152921.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,0.5,23,0.5,23.5,23.5,-,-,-,-,-,23.5,-,-,../data/rotowire_subscription/lines/2026-03-16/rotowire_lines_2026-03-16_163316.csv
